1,997.386,343.98010899772856
2,977.639,364.553384991535
3,999.353,413.46534795420126
4,1022.054,404.77489562862115
5,1045.81,377.5475469239211
6,1215.286,644.765434909667
7,1153.006,553.2306167660624
8,1153.385,667.3012537887395
9,1215.73,574.7254660923945
10,1215.286,608.8934919402457
11,1213.958,684.2543387192421
12,1149.987,465.46240258033424
13,1183.327,733.1343863347355
14,1182.101,461.88671521546166
15,1213.958,591.229271766523
16,1182.101,657.4261814975682
17,1182.101,531.8531301435814
18,1213.958,605.7271380189809
19,1180.065,646.0147442745057
20,1213.958,568.2412089166826
21,1180.065,713.4704286448624
22,1211.753,600.940425825201
23,1180.065,430.77260250091217
24,1211.753,480.65496700903975
25,1180.065,651.3702371612312
