257,535.348,1,4
258,416.339,1,4
259,416.339,1,4
260,416.339,1,4
261,416.339,1,4
262,416.339,1,4
263,416.339,1,4
264,416.339,1,4
265,404.833,1,4
266,404.833,1,4
267,401.225,1,4
268,401.225,1,4
269,401.225,1,4
270,401.225,1,4
271,401.225,1,4
272,401.225,1,4
273,401.225,1,4
274,401.225,1,4
275,401.225,1,4
276,401.225,1,4
277,401.225,1,4
278,401.225,1,4
279,401.225,1,4
280,401.225,1,4
281,401.225,1,4
282,401.225,1,4
283,404.98,1,4
284,408.657,1,4
285,408.657,1,4
286,398.008,1,4
287,398.008,1,4
288,398.008,1,4
289,398.008,1,4
290,398.008,1,4
291,398.008,1,4
292,412.401,1,4
293,412.401,1,4
294,412.401,1,4
295,412.401,1,4
296,448.387,1,4
297,448.387,1,4
298,448.387,1,4
299,449.461,1,4
300,436.389,1,4
301,436.389,1,4
302,436.389,1,4
303,436.389,1,4
304,449.461,1,4
305,449.461,1,4
306,449.461,1,4
307,449.461,1,4
308,449.461,1,4
309,449.461,1,4
310,449.461,1,4
311,454.271,1,4
312,454.271,1,4
313,454.271,1,4
314,436.636,1,4
315,432.499,1,4
316,432.499,1,4
317,432.499,1,4
318,432.499,1,4
319,472.215,1,4
320,472.215,1,4
321,445.279,1,4
322,445.279,1,4
323,445.279,1,4
324,454.155,1,4
325,454.155,1,4
326,454.155,1,4
327,454.155,1,4
328,449.798,1,4
329,449.618,1,4
330,449.618,1,4
331,445.279,1,4
332,445.279,1,4
333,445.279,1,4
334,445.279,1,4
335,464.325,1,4
336,486.072,1,4
337,486.072,1,4
338,449.013,1,4
339,444.583,1,4
340,443.976,1,4
341,444.583,1,4
342,449.013,1,4
343,440.471,1,4
344,449.259,1,4
345,449.013,1,4
346,449.013,1,4
347,453.785,1,4
348,463.117,1,4
349,458.404,1,4
350,462.847,1,4
351,462.847,1,4
352,526.258,1,4
353,526.258,1,4
354,631.797,1,3
355,631.797,1,3
356,631.797,1,3
357,670.85,1,3
358,615.73,1,3
359,615.73,1,3
360,615.73,1,3
361,615.73,1,3
362,615.73,1,3
363,615.73,1,3
364,615.73,1,3
365,924.374,1,3
366,1023.906,0.0002385537740794782,2
367,1028.445,0.00010565329500600567,2
368,1052.085,-4.4016186640117586e-05,2
369,1102.712,0.00010565329500600567,2
370,1102.712,0.00010565329500600567,2
371,1047.226,0.00022759275427715984,2
372,1023.906,5.851363683645753e-05,2
373,1005.828,0.0002164466269007161,2
374,1023.906,8.901453711413047e-05,2
375,1005.828,0.00024228237199225313,2
376,1188.271,0.07703423850702427,2
377,1144.021,0.00011392353813336156,2
378,1115.866,6.175632714026314e-05,2
379,1115.866,0.00010565329500600567,2
380,1118.969,0.00010565329500600567,2
381,977.639,0.00010565329500600567,2
382,999.6,0.00024015859168922238,2
383,1117.242,0.0015790067712780533,2
384,1056.428,8.330804918717484e-05,2
385,1085.559,3.497355815355807e-05,2
386,1060.236,9.086561402960232e-05,2
387,1056.428,1.9273010565347852e-05,2
388,974.193,1.1354147925757721e-05,2
389,1069.788,0.00010565329500600567,2
390,1070.697,9.099993461502364e-05,2
391,917.236,9.099993461502364e-05,3
392,1661.448,2000,1
393,1606.5,2000,1
394,1664.859,2000,1
395,1730.077,2000,1
396,1728.799,2000,1
397,2224.217,2000,1
398,1786.463,2000,1
399,1602.417,2000,1
400,1498.568,2000,1
401,1605.476,2000,1
402,1730.077,2000,1
403,1730.077,2000,1
404,1955.739,2000,1
405,1718.674,2000,1
406,1730.077,2000,1
407,1872.625,2000,1
408,1496.079,2000,1
409,1606.5,2000,1
410,1491.959,2000,1
411,1550.182,2000,1
412,1605.476,2000,1
413,1664.859,2000,1
414,1724.981,2000,1
415,1664.859,2000,1
416,1664.859,2000,1
417,1664.859,2000,1
418,1664.859,2000,1
419,882.17,2000,3
420,882.17,2000,3
421,882.17,2000,3
422,882.17,2000,3
423,882.17,2000,3
424,882.17,2000,3
425,882.17,2000,3
426,882.17,2000,3
