1,1448.022,2000,3
2,1044.963,2000,3
3,1362.465,2000,3
4,974.193,2000,3
5,1968.809,2000,3
6,1828.778,2000,3
7,1703.815,60,3
8,1495.252,102.40251691358785,2
9,1235.751,4.814531009990526,2
10,941.838,4.814531009990526,3
11,1001.332,0.05467894894975927,2
12,1226.528,0.036188486609600744,2
13,736.52,0.036188486609600744,3
14,803.122,0.036188486609600744,3
15,691.703,0.036188486609600744,3
16,789.036,0.036188486609600744,3
17,775.436,0.036188486609600744,3
18,614.121,0.036188486609600744,3
19,689.992,0.036188486609600744,3
20,680.842,0.036188486609600744,3
21,680.842,0.036188486609600744,3
22,671.298,0.036188486609600744,3
23,681.545,0.036188486609600744,3
24,607.643,0.036188486609600744,3
25,517.0,1,4
26,511.159,1,4
27,478.532,1,4
28,478.532,1,4
29,488.906,1,4
30,432.519,1,4
31,343.014,1,4
32,339.596,1,4
33,342.378,1,4
34,358.927,1,4
35,415.362,1,4
36,414.726,1,4
37,407.248,1,4
38,402.896,1,4
39,402.896,1,4
40,409.775,1,4
41,409.775,1,4
42,409.316,1,4
43,409.316,1,4
44,409.775,1,4
45,417.773,1,4
46,420.705,1,4
47,433.281,1,4
48,428.653,1,4
49,433.281,1,4
50,424.642,1,4
51,425.154,1,4
52,424.642,1,4
53,425.154,1,4
54,425.154,1,4
55,437.461,1,4
56,437.461,1,4
57,441.722,1,4
58,441.148,1,4
59,442.256,1,4
60,451.062,1,4
61,468.435,1,4
62,556.054,1,4
63,589.576,1,3
64,560.657,1,4
65,651.434,1,3
66,494.308,1,4
67,560.7,1,4
68,488.935,1,4
69,488.935,1,4
70,561.88,1,4
71,561.88,1,4
72,463.51,1,4
73,463.51,1,4
74,463.51,1,4
75,463.51,1,4
76,463.51,1,4
77,463.51,1,4
78,473.076,1,4
79,463.51,1,4
80,458.904,1,4
81,458.785,1,4
82,458.785,1,4
83,467.65,1,4
84,467.65,1,4
85,467.65,1,4
86,467.65,1,4
87,472.553,1,4
88,463.338,1,4
89,468.461,1,4
90,467.928,1,4
91,472.215,1,4
92,621.818,1,3
93,574.384,1,3
94,614.751,1,3
95,614.751,1,3
96,574.384,1,3
97,559.485,1,4
98,553.271,1,4
99,560.135,1,4
100,554.278,1,4
101,554.278,1,4
102,458.142,1,4
103,462.163,1,4
104,460.224,1,4
105,460.224,1,4
106,457.478,1,4
107,457.478,1,4
108,457.478,1,4
109,457.478,1,4
110,476.354,1,4
111,476.354,1,4
112,492.409,1,4
113,486.612,1,4
114,492.409,1,4
115,486.072,1,4
116,508.507,1,4
117,509.55,1,4
118,492.409,1,4
119,492.409,1,4
120,491.908,1,4
121,491.908,1,4
122,491.908,1,4
123,491.908,1,4
124,491.908,1,4
125,491.908,1,4
126,496.743,1,4
127,496.743,1,4
128,487.097,1,4
129,496.743,1,4
130,496.743,1,4
131,496.743,1,4
132,679.598,60,3
133,679.598,60,3
134,608.031,60,3
135,649.462,60,3
136,596.377,60,3
137,647.575,60,3
138,647.575,60,3
139,581.783,60,3
140,581.783,60,3
141,581.783,60,3
142,420.319,1,4
143,420.319,1,4
144,420.319,1,4
145,453.785,1,4
146,453.785,1,4
147,458.618,1,4
148,458.618,1,4
149,482.98,1,4
150,472.84,1,4
151,472.553,1,4
152,472.553,1,4
153,467.928,1,4
154,453.232,1,4
155,449.259,1,4
156,444.301,1,4
157,444.583,1,4
158,449.73,1,4
159,454.155,1,4
160,454.155,1,4
161,454.155,1,4
162,449.618,1,4
163,449.618,1,4
164,449.618,1,4
165,445.017,1,4
166,453.993,1,4
167,458.618,1,4
168,458.785,1,4
169,458.785,1,4
170,448.387,1,4
171,448.387,1,4
172,458.142,1,4
173,463.338,1,4
174,462.847,1,4
175,462.847,1,4
176,466.517,1,4
177,457.077,1,4
178,457.077,1,4
179,461.749,1,4
180,461.287,1,4
181,461.287,1,4
182,461.287,1,4
183,461.287,1,4
184,466.944,1,4
185,466.944,1,4
186,503.386,1,4
187,503.386,1,4
188,503.386,1,4
189,503.386,1,4
190,588.616,230,3
191,588.616,230,3
192,588.616,230,3
193,588.616,230,3
194,588.616,230,3
195,588.616,230,3
196,463.117,1,4
197,463.117,1,4
198,463.117,1,4
199,463.117,1,4
200,463.117,1,4
201,576.503,230,3
202,607.643,230,3
203,607.643,230,3
204,607.643,230,3
205,702.758,230,3
206,801.209,230,3
207,649.462,230,3
208,642.011,230,3
209,624.208,230,3
210,633.298,230,3
211,623.788,230,3
212,568.982,1,4
213,535.159,1,4
214,535.159,1,4
215,534.894,1,4
216,522.482,1,4
217,541.324,1,4
218,541.324,1,4
219,540.971,1,4
220,547.544,1,4
221,540.035,1,4
222,560.7,1,4
223,534.894,1,4
224,535.159,1,4
225,528.615,1,4
226,548.398,1,4
227,548.398,1,4
228,540.971,1,4
229,540.971,1,4
230,541.324,1,4
231,541.324,1,4
232,554.657,1,4
233,547.544,1,4
234,554.953,1,4
235,554.953,1,4
236,561.573,1,4
237,548.398,1,4
238,612.525,60,3
239,613.378,60,3
240,614.121,60,3
241,614.121,60,3
242,633.298,60,3
243,761.969,60,3
244,713.64,60,3
245,713.64,60,3
246,713.64,60,3
247,713.64,60,3
248,650.82,60,3
249,680.297,60,3
250,680.297,60,3
251,522.729,1,4
252,522.729,1,4
253,569.392,1,4
254,569.392,1,4
255,535.348,1,4
256,535.348,1,4
