11:20:15,209.633,0,0,307.7,349.3,677.3,875.3
11:20:16,211.762,0,0,307.7,349.3,677.3,875.3
11:20:16,211.762,0,0,307.7,349.3,677.3,875.3
11:20:16,200.709,0,0,307.7,349.3,677.3,875.3
11:20:16,190.724,0,0,307.7,349.3,677.3,875.3
11:20:16,179.598,0,0,307.7,349.3,677.3,875.3
11:20:16,170.701,0,0,307.7,349.3,677.3,875.3
11:20:16,160.358,0,0,307.7,349.3,677.3,875.3
11:20:16,160.857,0,0,307.7,349.3,677.3,875.3
11:20:16,160.857,0,0,307.7,349.3,677.3,875.3
11:20:16,142.011,0,0,307.7,349.3,677.3,875.3
11:20:16,141.553,0,0,307.7,349.3,677.3,875.3
11:20:16,141.553,0,0,307.7,349.3,677.3,875.3
11:20:16,141.553,0,0,307.7,349.3,677.3,875.3
11:20:16,142.011,0,0,307.7,349.3,677.3,875.3
11:20:16,142.011,0,0,307.7,349.3,677.3,875.3
11:20:16,132.984,0,0,307.7,349.3,677.3,875.3
11:20:16,133.298,0,0,307.7,349.3,677.3,875.3
11:20:16,133.298,0,0,307.7,349.3,677.3,875.3
11:20:16,124.509,0,0,307.7,349.3,677.3,875.3
11:20:16,115.961,0,0,307.7,349.3,677.3,875.3
11:20:16,124.69,0,0,307.7,349.3,677.3,875.3
11:20:16,124.69,0,0,307.7,349.3,677.3,875.3
11:20:16,124.75,0,0,307.7,349.3,677.3,875.3
11:20:16,124.75,0,0,307.7,349.3,677.3,875.3
11:20:16,124.75,0,0,307.7,349.3,677.3,875.3
11:20:16,133.486,0,0,307.7,349.3,677.3,875.3
11:20:16,124.69,0,0,307.7,349.3,677.3,875.3
11:20:16,133.298,0,0,307.7,349.3,677.3,875.3
11:20:16,124.69,0,0,307.7,349.3,677.3,875.3
11:20:16,133.298,0,0,307.7,349.3,677.3,875.3
11:20:16,133.298,0,0,307.7,349.3,677.3,875.3
11:20:17,142.338,0,0,307.7,349.3,677.3,875.3
11:20:17,142.338,0,0,307.7,349.3,677.3,875.3
11:20:17,142.011,0,0,307.7,349.3,677.3,875.3
11:20:17,142.011,0,0,307.7,349.3,677.3,875.3
11:20:17,151.298,0,0,307.7,349.3,677.3,875.3
11:20:17,151.298,0,0,307.7,349.3,677.3,875.3
11:20:17,151.298,0,0,307.7,349.3,677.3,875.3
11:20:17,150.82,0,0,307.7,349.3,677.3,875.3
11:20:17,150.82,0,0,307.7,349.3,677.3,875.3
11:20:17,150.82,0,0,307.7,349.3,677.3,875.3
11:20:17,160.358,0,0,307.7,349.3,677.3,875.3
11:20:17,160.358,0,0,307.7,349.3,677.3,875.3
11:20:17,170.18,0,0,307.7,349.3,677.3,875.3
11:20:17,160.358,0,0,307.7,349.3,677.3,875.3
11:20:17,170.18,0,0,307.7,349.3,677.3,875.3
11:20:17,160.358,0,0,307.7,349.3,677.3,875.3
