No,Nose,Mid shoulder,Left Hand,Right Hand,Eyes,Minimum Distance
1,6307.62904353144,1453.13459062668,1012.85231362154,1250.6472828095,772.23,772.23
2,4308.96107490214,608.323779372172,509.599679104623,404.489490495167,744.547,404.489490495167
3,5326.8916353505,857.276368303183,789.979402487861,670.396208407943,761.969,670.396208407943
4,6078.35831794246,1356.7977621629,1084.15563123077,1333.89227346462,759.467,759.467
5,7589.09921571885,2106.30222414972,1582.88361981859,2248.70064195115,774.861,774.861
6,5161.53457146644,628.732166243444,617.820529555513,892.551575428731,775.091,617.820529555513
7,2861.51960233236,564.92915255214,724.619919769257,783.023103077757,865.038,564.92915255214
8,2807.59477807746,401.749155956002,468.244114889113,738.020937450372,977.639,401.749155956002
9,4279.60336602915,668.255042392735,1051.74249069671,1179.68523605342,999.353,668.255042392735
10,2602.38985635603,308.107443999455,504.064860603738,655.812053351002,998.614,308.107443999455
11,3414.01520327013,330.231996265552,524.02935935582,701.925461954055,997.386,330.231996265552
12,2520.4991228024,271.860622768129,486.11372660989,597.564626193534,998.614,271.860622768129
13,2850.13086827175,287.579457636314,449.653937060865,585.456093376734,997.386,287.579457636314
14,2369.79316840645,264.748942001462,482.641115704853,637.486458168845,977.639,264.748942001462
15,3491.09431625189,537.787723861914,845.215092045594,757.16218766991,977.639,537.787723861914
16,2663.94309947771,379.860183178091,656.312411163583,752.575462394655,976.947,379.860183178091
17,3287.96377609784,296.965242908226,618.919277563038,432.721252941708,977.639,296.965242908226
18,2695.39727232462,382.102501695092,700.031144006235,573.6392199399,976.947,382.102501695092
19,4136.72082820109,515.600177151904,1150.12900124891,913.322500414243,977.639,515.600177151904
20,2156.37021296218,280.54000065398,575.023656678687,542.357265929664,977.87,280.54000065398
21,2640.95926192869,273.003075038335,521.195363963259,510.126213804744,977.639,273.003075038335
22,1840.66445665754,214.239301409508,633.320004016518,362.085850288267,956.847,214.239301409508
23,2099.2167525636,242.722888239728,793.292531418965,370.290400943626,977.639,242.722888239728
24,2828.7312271435,322.449341022471,959.123713295424,379.265784821853,977.639,322.449341022471
25,1826.87504768355,286.686633681949,857.222405863026,293.186432803634,956.847,286.686633681949
26,2947.00783386979,305.874989913525,705.202324244611,460.324192697736,977.87,305.874989913525
27,2836.24251359841,379.277434779536,673.357100193424,684.86946184237,977.87,379.277434779536
28,2445.9502158471,252.658123664847,740.409969766096,385.832274452838,977.87,252.658123664847
29,2241.56702906999,236.001832265049,802.371470885033,359.597850734782,977.87,236.001832265049
